text,label
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ganesh Naidu

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Sai Krishna

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ganesh Naidu

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
RESUME

Name : Suresh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Ravi Kumar

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Ganesh Naidu

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Ravi Kumar

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Kiran

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ganesh Naidu

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Kiran

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Rahul

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ganesh Naidu

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Rahul

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Rahul

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Kiran

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ganesh Naidu

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Kiran

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Kiran

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Arun

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ganesh Naidu

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Suresh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Ganesh Naidu

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Kiran

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Suresh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Arun

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Arun

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Sai Krishna

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ganesh Naidu

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Ganesh Naidu

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Teja

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Mahesh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Sai Krishna

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Mahesh

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Suresh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Sai Krishna

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Sai Krishna

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
IBM CERTIFICATE

Awarded To

Ganesh Naidu

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Ganesh Naidu

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Rahul

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Kiran

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Sai Krishna

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Rahul

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Vijay

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Arun

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Kiran

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Mahesh

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Suresh

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Arun

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Ganesh Naidu

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Teja

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Mahesh

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Arun

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Ravi Kumar

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Sai Krishna

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Sai Krishna

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Ravi Kumar

for successfully completing

Artificial Intelligence Course
",certificate
"
COLLEGE ADMISSION FORM

Student :

Suresh

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Vijay

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Rahul

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Ganesh Naidu

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Rahul

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Teja

Branch :

Computer Science

Year :

Third Year
",form
